user_id,cluster_label
10071,8
10072,1
10073,2
10074,6
10075,4
10076,2
10077,2
10078,2
10079,2
10080,7
10081,7
10082,2
10083,1
10084,2
10085,3
10086,1
10087,9
10088,2
10089,7
10090,2
10091,3
10092,8
10093,2
10094,6
10095,0
14000,2
14001,3
14002,6
14003,1
14004,8
14005,2
14006,2
14007,2
14008,2
14009,4
14010,2
14011,4
14012,2
14013,2
14014,2
14015,8
14016,0
14017,1
14018,0
14019,2
14020,9
14021,3
14022,7
14023,9
14024,3
14025,8
14026,5
14027,2
14028,2
14029,7
14030,2
14031,7
14032,1
14033,2
14034,2
14035,8
14036,3
14037,3
14038,2
14039,0
14040,2
14041,10
14042,2
14043,8
14044,2
14045,1
14046,2
14047,0
14048,2
14049,2
6095,2
6096,0
6097,0
6098,3
6099,6
6100,1
6101,8
6102,6
6103,2
6104,7
6105,5
6106,0
6107,9
6108,4
6109,2
6110,2
6111,5
6112,2
6113,2
6114,0
6115,2
6116,8
6117,7
6118,2
6119,2
6120,2
6121,6
6122,2
6123,4
6124,2
6125,2
6126,2
6127,2
6128,2
6129,2
6130,2
6131,3
6132,4
6133,0
6134,2
6135,2
6136,2
6137,2
6138,8
6139,7
6140,5
6141,7
6142,2
6143,6
10096,2
10097,2
10098,2
10099,2
10100,2
10101,10
10102,1
10103,4
10104,4
10105,2
10106,6
10107,6
10108,2
10109,10
10110,10
10111,9
10112,0
10113,2
10114,3
10115,1
10116,6
10117,2
10118,9
10119,9
10120,2
10121,2
10122,0
10123,2
10124,2
10125,5
10126,1
10127,9
10128,4
10129,10
10130,8
10131,2
10132,2
10133,2
10134,3
10135,7
10136,5
10137,0
10138,8
10139,2
10140,9
10141,2
10142,2
10143,2
10144,2
10145,5
10146,2
16,1
17,0
18,2
19,5
20,5
21,9
22,5
23,4
24,2
25,2
26,10
27,10
28,2
29,8
30,3
31,2
32,2
33,1
34,3
35,2
36,5
37,2
38,5
39,7
40,2
41,2
42,3
43,8
44,2
45,1
46,2
47,2
48,2
49,5
50,10
51,2
52,2
53,8
54,9
55,2
56,7
57,2
58,6
59,5
60,6
61,2
62,9
12048,2
12049,2
12050,5
12051,2
12052,9
12053,1
12054,0
12055,4
12056,9
12057,2
12058,2
12059,7
12060,7
12061,2
12062,8
12063,3
12064,3
12065,0
12066,2
12067,7
12068,2
12069,1
12070,10
12071,2
12072,0
12073,2
12074,5
12075,2
12076,2
12077,2
12078,2
12079,2
12080,6
12081,7
12082,1
12083,9
12084,2
12085,0
12086,2
12087,2
12088,2
12089,8
12090,4
12091,7
12092,7
12093,1
12094,2
6144,6
6145,8
6146,0
6147,4
6148,2
6149,8
6150,2
6151,2
6152,10
6153,2
6154,6
6155,1
6156,5
6157,9
6158,5
6159,9
6160,2
6161,0
6162,4
6163,2
6164,2
6165,10
6166,7
6167,8
6168,4
6169,1
6170,1
6171,4
6172,2
6173,2
6174,3
6175,10
6176,10
6177,10
6178,6
6179,2
6180,2
6181,2
6182,5
6183,0
6184,3
6185,2
6186,0
6187,7
6188,0
6189,2
6190,3
6191,2
6192,4
6193,2
6194,8
8095,9
8096,6
8097,6
8098,2
8099,4
8100,2
8101,3
8102,4
8103,2
8104,2
8105,4
8106,7
8107,7
8108,2
8109,2
8110,2
8111,2
8112,3
8113,5
8114,0
8115,6
8116,10
8117,2
8118,2
8119,3
8120,9
8121,1
8122,2
8123,10
8124,2
8125,9
8126,2
8127,2
8128,0
8129,2
8130,0
8131,7
8132,0
8133,5
8134,8
8135,2
8136,2
8137,2
8138,10
8139,2
8140,1
8141,10
8142,0
8143,2
8144,10
4230,2
4231,1
4232,2
4233,2
4234,10
4235,0
4236,5
4237,9
4238,8
4239,2
4240,10
4241,2
4242,2
4243,9
4244,8
4245,2
4246,10
4247,2
4248,2
4249,4
4250,3
4251,6
4252,2
4253,3
4254,2
4255,8
4256,8
4257,4
4258,3
4259,0
4260,10
4261,1
4262,6
4263,2
4264,10
4265,2
4266,2
4267,5
4268,1
4269,2
4270,10
4271,4
4272,3
4273,2
4274,2
4275,2
4276,0
4277,2
4278,3
4279,8
4280,2
4281,2
4282,2
4283,2
4284,2
4285,1
4286,4
4287,5
4288,4
4289,5
4290,7
4291,8
4292,2
4293,5
4294,1
4295,5
4296,2
4297,10
4298,9
4299,5
4300,2
4301,4
4302,2
4303,0
4304,2
4305,4
4306,2
4307,6
4308,2
4309,5
4310,2
4311,2
4312,6
4313,2
4314,2
4315,2
4316,4
4317,5
4318,8
4319,7
4320,9
4321,7
4322,0
4323,9
12095,10
12096,3
12097,1
12098,2
12099,5
12100,4
12101,8
12102,2
12103,5
12104,4
12105,8
12106,5
12107,1
12108,3
12109,4
12110,3
12111,2
12112,2
12113,1
12114,2
12115,6
12116,2
12117,6
12118,2
12119,0
12120,4
12121,7
12122,9
12123,2
12124,2
12125,6
12126,2
12127,2
12128,4
12129,9
12130,4
12131,10
12132,2
12133,8
12134,2
12135,7
12136,3
12137,2
12138,9
12139,1
12140,10
12141,2
12142,2
12143,6
12144,6
12145,4
12146,2
12147,2
12148,0
12149,2
12150,2
12151,0
12152,6
12153,4
12154,6
12155,2
12156,3
12157,0
12158,4
12159,10
12160,3
12161,6
12162,2
12163,9
12164,4
12165,6
12166,2
12167,2
12168,1
12169,2
12170,5
12171,10
12172,2
12173,9
12174,2
12175,2
12176,2
12177,3
12178,5
12179,8
12180,1
12181,10
12182,9
12183,2
12184,3
12185,0
12186,7
12187,7
12188,8
12189,1
12190,1
8145,2
8146,9
8147,3
8148,2
8149,1
8150,2
8151,10
8152,2
8153,2
8154,8
8155,2
8156,2
8157,2
8158,9
8159,1
8160,2
8161,3
8162,2
8163,8
8164,2
8165,2
8166,2
8167,2
8168,9
8169,2
8170,2
8171,3
8172,1
8173,2
8174,2
8175,2
8176,9
8177,4
8178,3
8179,6
8180,7
8181,9
8182,10
8183,10
8184,2
8185,2
8186,3
8187,2
8188,2
8189,2
8190,2
8191,6
8192,4
8193,7
12191,2
12192,6
12193,2
12194,6
12195,2
12196,5
12197,1
12198,10
12199,2
12200,2
12201,2
12202,6
12203,3
12204,4
12205,5
12206,2
12207,5
12208,9
12209,2
12210,5
12211,3
12212,10
12213,1
12214,2
12215,2
12216,7
12217,4
12218,2
12219,4
12220,2
12221,10
12222,3
12223,7
12224,2
12225,1
12226,3
12227,2
12228,9
12229,3
12230,7
12231,8
12232,6
12233,6
12234,4
12235,7
12236,3
4324,5
4325,2
4326,2
4327,9
4328,8
4329,2
4330,5
4331,2
4332,3
4333,2
4334,10
4335,7
4336,2
4337,2
4338,2
4339,2
4340,4
4341,4
4342,9
4343,3
4344,4
4345,9
4346,0
4347,1
4348,2
4349,2
4350,4
4351,2
4352,5
4353,2
4354,3
4355,0
4356,8
4357,2
4358,10
4359,6
4360,2
4361,1
4362,5
4363,2
4364,1
4365,2
4366,3
4367,10
4368,2
4369,3
4370,2
12237,8
12238,2
12239,9
12240,7
12241,10
12242,10
12243,2
12244,7
12245,0
12246,8
12247,2
12248,2
12249,3
12250,0
12251,0
12252,7
12253,2
12254,2
12255,6
12256,2
12257,0
12258,1
12259,0
12260,2
12261,2
12262,2
12263,2
12264,2
12265,8
12266,6
12267,6
12268,2
12269,0
12270,0
12271,2
12272,4
12273,10
12274,2
12275,6
12276,7
12277,0
12278,4
12279,3
12280,7
12281,2
12282,3
12283,2
12284,1
63,2
64,1
65,1
66,1
67,8
68,2
69,0
70,8
71,0
72,2
73,10
74,0
75,2
76,0
77,7
78,2
79,7
80,5
81,3
82,2
83,8
84,2
85,2
86,2
87,9
88,10
89,2
90,2
91,8
92,4
93,3
94,5
95,1
96,3
97,6
98,0
99,2
100,2
101,2
102,5
103,10
104,0
105,3
106,2
107,2
108,2
109,6
110,2
8194,5
8195,2
8196,2
8197,4
8198,2
8199,6
8200,0
8201,2
8202,2
8203,1
8204,2
8205,7
8206,5
8207,6
8208,2
8209,8
8210,4
8211,0
8212,7
8213,2
8214,1
8215,3
8216,2
8217,10
8218,2
8219,5
8220,2
8221,1
8222,5
8223,9
8224,1
8225,2
8226,1
8227,7
8228,4
8229,2
8230,2
8231,0
8232,2
8233,2
8234,10
8235,2
8236,0
8237,2
8238,2
12285,10
12286,3
12287,2
12288,2
12289,2
12290,8
12291,10
12292,2
12293,3
12294,2
12295,2
12296,6
12297,2
12298,2
12299,2
12300,0
12301,4
12302,5
12303,0
12304,9
12305,6
12306,10
12307,2
12308,2
12309,0
12310,2
12311,10
12312,2
12313,1
12314,3
12315,2
12316,6
12317,2
12318,9
12319,1
12320,2
12321,10
12322,2
12323,5
12324,2
12325,7
12326,2
12327,6
12328,9
12329,6
12330,2
12331,3
8239,8
8240,2
8241,0
8242,3
8243,10
8244,2
8245,4
8246,3
8247,2
8248,7
8249,1
8250,2
8251,0
8252,8
8253,6
8254,1
8255,2
8256,4
8257,5
8258,10
8259,10
8260,3
8261,6
8262,3
8263,3
8264,2
8265,2
8266,2
8267,7
8268,7
8269,2
8270,7
8271,2
8272,5
8273,2
8274,2
8275,2
8276,2
8277,0
8278,3
8279,6
8280,2
8281,4
8282,9
8283,3
8284,2
8285,2
8286,5
4371,2
4372,4
4373,3
4374,6
4375,6
4376,2
4377,9
4378,2
4379,6
4380,0
4381,10
4382,6
4383,7
4384,2
4385,1
4386,5
4387,2
4388,2
4389,3
4390,2
4391,10
4392,2
4393,6
4394,4
4395,7
4396,8
4397,2
4398,2
4399,5
4400,8
4401,2
4402,4
4403,3
4404,1
4405,2
4406,2
4407,3
4408,5
4409,8
4410,9
4411,5
4412,2
4413,2
4414,2
4415,6
4416,9
4417,3
4418,2
4419,9
4420,2
4421,0
4422,5
4423,7
4424,10
4425,9
4426,2
4427,7
4428,1
4429,2
4430,2
4431,8
4432,5
4433,0
4434,7
4435,5
4436,8
4437,2
4438,1
4439,9
4440,6
4441,2
12332,1
12333,6
12334,2
12335,4
12336,5
12337,5
12338,2
12339,2
12340,2
12341,6
12342,2
12343,5
12344,2
12345,1
12346,4
12347,4
12348,2
12349,2
12350,8
12351,4
8287,2
8288,5
8289,5
8290,7
8291,2
8292,2
8293,2
8294,2
8295,6
8296,5
8297,2
8298,7
8299,0
8300,2
8301,0
8302,9
8303,9
8304,6
8305,2
8306,10
8307,6
8308,9
8309,6
8310,7
8311,6
8312,2
8313,8
8314,8
8315,2
8316,2
2319,2
2320,2
2321,2
2322,2
2323,2
2324,2
2325,2
2326,0
2327,6
2328,6
2329,2
2330,1
2331,2
2332,2
2333,2
2334,2
2335,0
2336,10
2337,3
2338,2
2339,3
2340,2
2341,2
2342,1
2343,2
2344,6
2345,4
2346,10
2347,2
2348,6
2349,3
2350,6
2351,2
2352,1
2353,6
2354,7
2355,4
2356,2
2357,10
2358,4
2359,2
2360,0
2361,5
2362,2
2363,4
2364,2
2365,9
2366,4
14050,7
14051,10
14052,2
14053,2
14054,3
14055,1
14056,7
14057,9
14058,2
14059,10
14060,7
14061,2
14062,6
14063,2
14064,1
14065,0
14066,2
14067,5
14068,5
14069,2
14070,1
14071,2
14072,3
14073,6
14074,2
14075,3
14076,6
14077,7
14078,2
14079,2
14080,10
14081,2
14082,7
14083,7
14084,2
14085,4
14086,2
14087,4
14088,4
14089,0
14090,8
14091,4
14092,1
14093,0
14094,8
14095,10
14096,5
14097,2
14098,2
14099,5
16000,2
16001,0
16002,8
16003,10
16004,8
16005,2
16006,6
16007,3
16008,10
16009,3
16010,9
16011,0
16012,4
16013,6
16014,2
16015,5
16016,1
16017,2
16018,9
16019,5
16020,2
16021,2
16022,2
16023,7
16024,3
16025,2
16026,6
16027,7
16028,2
16029,3
16030,1
16031,4
16032,3
16033,0
16034,0
16035,2
16036,2
16037,9
16038,2
16039,9
16040,0
16041,1
16042,10
16043,2
16044,8
16045,2
16046,10
16047,2
16048,6
2367,1
2368,4
2369,7
2370,2
2371,2
2372,5
2373,5
2374,8
2375,2
2376,2
2377,2
2378,10
2379,8
2380,2
2381,2
2382,3
2383,2
2384,2
2385,8
2386,4
2387,2
2388,10
2389,2
2390,3
2391,6
2392,0
2393,2
2394,3
2395,7
2396,2
2397,3
2398,2
2399,8
2400,3
2401,0
2402,3
2403,1
2404,2
2405,0
2406,10
2407,2
2408,2
2409,2
2410,9
2411,2
2412,2
2413,8
2414,2
2415,2
2416,2
2417,3
10147,0
10148,9
10149,2
10150,2
10151,2
10152,6
10153,7
10154,2
10155,2
10156,5
10157,8
10158,1
10159,0
10160,3
10161,0
10162,7
10163,2
10164,4
10165,7
10166,2
10167,4
10168,2
10169,9
10170,2
10171,5
10172,4
10173,7
10174,7
10175,5
10176,6
10177,2
10178,2
10179,8
10180,7
10181,2
10182,10
10183,9
10184,10
10185,2
10186,3
10187,2
10188,7
10189,2
10190,3
10191,2
10192,9
10193,2
10194,2
10195,2
10196,5
14100,1
14101,2
14102,3
14103,2
14104,2
14105,4
14106,7
14107,3
14108,2
14109,3
14110,0
14111,4
14112,6
14113,9
14114,6
14115,1
14116,9
14117,1
14118,1
14119,0
14120,0
14121,6
14122,2
14123,0
14124,10
14125,0
14126,7
14127,5
14128,5
14129,2
14130,2
14131,5
14132,2
14133,4
14134,1
14135,6
14136,1
14137,0
14138,2
14139,1
14140,4
14141,2
14142,10
14143,8
14144,2
14145,5
14146,2
14147,0
12352,7
12353,5
12354,8
12355,2
12356,2
12357,1
12358,2
12359,5
12360,7
12361,3
12362,4
12363,5
12364,2
12365,7
12366,8
12367,10
12368,2
12369,2
12370,10
12371,6
12372,5
12373,2
12374,2
12375,1
12376,2
12377,6
12378,2
12379,1
12380,2
12381,6
12382,2
12383,7
12384,6
12385,3
12386,4
12387,2
12388,6
12389,3
12390,2
12391,1
12392,8
12393,8
12394,2
12395,2
12396,2
12397,7
12398,2
12399,1
8317,0
8318,3
8319,1
8320,6
8321,4
8322,2
8323,7
8324,2
8325,2
8326,10
8327,2
8328,2
8329,2
8330,1
8331,2
8332,2
8333,2
8334,5
8335,2
8336,8
8337,2
8338,10
8339,7
8340,6
8341,6
8342,2
8343,2
8344,6
8345,6
8346,10
8347,2
8348,1
8349,2
8350,1
8351,2
8352,2
8353,2
8354,2
8355,2
8356,2
8357,2
8358,2
8359,0
8360,0
8361,2
8362,5
8363,2
12400,2
12401,8
12402,0
12403,0
12404,2
12405,10
12406,2
12407,0
12408,6
12409,0
12410,2
12411,5
12412,4
12413,2
12414,6
12415,9
12416,9
12417,2
12418,2
12419,7
12420,2
12421,9
12422,2
12423,9
12424,2
12425,5
12426,6
12427,1
12428,2
12429,2
12430,6
12431,7
12432,9
12433,6
12434,8
12435,4
12436,4
12437,7
12438,2
12439,2
12440,1
12441,9
12442,8
12443,2
12444,2
12445,0
12446,2
12447,2
12448,2
12449,2
12450,7
12451,8
12452,2
12453,3
12454,9
12455,2
12456,6
12457,7
12458,8
12459,10
12460,3
12461,7
12462,5
12463,6
12464,2
12465,2
12466,6
12467,10
12468,8
12469,10
12470,2
12471,8
12472,1
12473,1
12474,6
12475,9
12476,8
12477,4
12478,3
12479,10
12480,1
12481,1
12482,2
12483,9
12484,2
12485,4
12486,7
12487,1
12488,2
12489,9
12490,2
12491,7
12492,8
12493,2
12494,6
12495,2
12496,10
12497,2
12498,5
12499,1
12500,9
12501,10
12502,2
12503,2
12504,2
12505,6
12506,2
12507,5
12508,3
12509,1
12510,3
12511,2
12512,0
12513,3
12514,2
12515,4
12516,2
12517,1
12518,5
12519,2
12520,6
12521,4
12522,7
12523,2
12524,3
12525,2
12526,1
12527,2
12528,5
12529,3
12530,6
12531,2
12532,6
12533,5
12534,10
12535,1
12536,2
12537,2
12538,10
12539,4
12540,10
12541,2
111,0
112,7
113,7
114,2
115,5
116,2
117,9
118,2
119,2
120,0
121,9
122,2
123,2
124,0
125,9
126,1
127,1
128,10
129,4
130,2
131,8
132,4
133,1
134,6
135,5
136,10
137,2
138,4
139,3
140,6
141,8
142,2
143,8
144,0
145,0
146,2
147,0
148,5
149,2
150,7
151,8
152,3
153,10
154,1
155,4
156,10
157,3
158,0
159,8
160,6
20000,2
20001,2
20002,2
20003,2
20004,2
20005,9
20006,9
20007,2
20008,5
20009,4
20010,2
20011,3
20012,2
20013,2
20014,4
20015,2
20016,3
20017,3
20018,2
20019,2
20020,2
20021,2
20022,2
20023,1
20024,7
20025,3
20026,10
20027,2
20028,2
20029,3
20030,9
20031,6
20032,8
20033,2
20034,5
20035,5
20036,2
20037,2
20038,2
20039,3
20040,5
20041,10
20042,2
20043,2
20044,2
20045,2
161,2
162,2
163,4
164,2
165,1
166,4
167,8
168,4
169,0
170,9
171,6
172,1
173,0
174,2
175,1
176,10
177,4
178,3
179,2
180,5
181,6
182,9
183,5
184,2
185,4
186,6
187,2
188,0
189,2
190,2
191,0
192,2
193,2
194,3
195,1
196,1
197,3
198,8
199,5
200,9
201,2
202,2
203,4
204,0
205,2
206,2
207,2
14148,1
14149,2
14150,4
14151,4
14152,6
14153,9
14154,8
14155,2
14156,2
14157,2
14158,2
14159,8
14160,2
14161,1
14162,6
14163,6
14164,9
14165,2
8364,1
8365,0
8366,2
8367,9
8368,3
8369,2
8370,4
8371,7
8372,2
8373,2
8374,1
8375,9
8376,1
8377,9
8378,2
8379,8
8380,6
8381,2
8382,0
8383,4
8384,2
8385,5
8386,8
2418,2
2419,3
2420,2
2421,7
2422,2
2423,2
2424,7
2425,10
2426,2
2427,8
2428,4
2429,8
2430,3
2431,2
2432,0
2433,1
2434,2
6195,6
6196,2
6197,10
6198,2
6199,1
6200,2
6201,6
6202,2
6203,8
6204,5
6205,2
6206,2
6207,2
6208,4
6209,2
6210,2
6211,7
6212,3
6213,2
6214,1
6215,1
6216,0
6217,1
6218,2
6219,4
6220,10
6221,2
6222,6
6223,2
6224,10
6225,9
6226,6
6227,3
6228,2
6229,3
6230,8
6231,2
6232,1
6233,9
6234,10
6235,2
6236,5
6237,8
6238,4
6239,8
6240,9
6241,2
6242,2
2435,1
2436,3
2437,2
2438,6
2439,2
2440,2
2441,2
2442,1
2443,2
2444,10
2445,10
2446,2
2447,2
2448,9
4442,6
4443,0
4444,1
4445,2
4446,1
4447,10
4448,9
4449,0
4450,1
4451,6
4452,2
4453,2
4454,2
4455,0
4456,8
4457,3
4458,2
4459,6
4460,0
4461,2
4462,1
12542,4
12543,8
12544,0
12545,2
12546,2
12547,2
12548,10
12549,2
12550,10
12551,2
12552,1
12553,1
12554,5
12555,4
12556,2
12557,7
12558,2
12559,3
12560,2
12561,8
12562,2
4463,2
4464,10
4465,4
4466,7
4467,7
4468,2
4469,2
4470,0
4471,2
4472,2
4473,1
4474,2
4475,2
4476,0
4477,9
18000,2
18001,2
18002,7
18003,2
18004,0
18005,8
18006,2
18007,0
18008,10
18009,5
18010,2
18011,10
18012,2
18013,2
20046,4
20047,0
20048,6
20049,2
20050,2
20051,10
20052,2
20053,9
20054,1
20055,2
20056,2
20057,1
20058,4
20059,8
20060,9
20061,2
20062,7
20063,2
20064,4
20065,2
20066,2
20067,2
12563,2
12564,6
12565,5
12566,0
12567,5
12568,2
12569,2
12570,1
12571,5
12572,10
12573,2
12574,9
12575,2
